input,time
501,1001
502,1003
503,1005
504,1007
505,1009
506,1011
507,1013
508,1015
509,1017
510,1019
511,1021
512,1023
513,1025
514,1027
515,1029
516,1031
517,1033
518,1035
519,1037
520,1039
521,1041
522,1043
523,1045
524,1047
525,1049
526,1051
527,1053
528,1055
529,1057
530,1059
531,1061
532,1063
533,1065
534,1067
535,1069
536,1071
537,1073
538,1075
539,1077
540,1079
541,1081
542,1083
543,1085
544,1087
545,1089
546,1091
547,1093
548,1095
549,1097
550,1099
551,1101
552,1103
553,1105
554,1107
555,1109
556,1111
557,1113
558,1115
559,1117
560,1119
561,1121
562,1123
563,1125
564,1127
565,1129
566,1131
567,1133
568,1135
569,1137
570,1139
571,1141
572,1143
573,1145
574,1147
575,1149
576,1151
577,1153
578,1155
579,1157
580,1159
581,1161
582,1163
583,1165
584,1167
585,1169
586,1171
587,1173
588,1175
589,1177
590,1179
591,1181
592,1183
593,1185
594,1187
595,1189
596,1191
597,1193
598,1195
599,1197
600,1199
601,1201
602,1203
603,1205
604,1207
605,1209
606,1211
607,1213
608,1215
609,1217
610,1219
611,1221
612,1223
613,1225
614,1227
615,1229
616,1231
617,1233
618,1235
619,1237
620,1239
621,1241
622,1243
623,1245
624,1247
625,1249
626,1251
627,1253
628,1255
629,1257
630,1259
631,1261
632,1263
633,1265
634,1267
635,1269
636,1271
637,1273
638,1275
639,1277
640,1279
641,1281
642,1283
643,1285
644,1287
645,1289
646,1291
647,1293
648,1295
649,1297
650,1299
651,1301
652,1303
653,1305
654,1307
655,1309
656,1311
657,1313
658,1315
659,1317
660,1319
661,1321
662,1323
663,1325
664,1327
665,1329
666,1331
667,1333
668,1335
669,1337
670,1339
671,1341
672,1343
673,1345
674,1347
675,1349
676,1351
677,1353
678,1355
679,1357
680,1359
681,1361
682,1363
683,1365
684,1367
685,1369
686,1371
687,1373
688,1375
689,1377
690,1379
691,1381
692,1383
693,1385
694,1387
695,1389
696,1391
697,1393
698,1395
699,1397
700,1399
701,1401
702,1403
703,1405
704,1407
705,1409
706,1411
707,1413
708,1415
709,1417
710,1419
711,1421
712,1423
713,1425
714,1427
715,1429
716,1431
717,1433
718,1435
719,1437
720,1439
721,1441
722,1443
723,1445
724,1447
725,1449
726,1451
727,1453
728,1455
729,1457
730,1459
731,1461
732,1463
733,1465
734,1467
735,1469
736,1471
737,1473
738,1475
739,1477
740,1479
741,1481
742,1483
743,1485
744,1487
745,1489
746,1491
747,1493
748,1495
749,1497
750,1499
751,1501
752,1503
753,1505
754,1507
755,1509
756,1511
757,1513
758,1515
759,1517
760,1519
761,1521
762,1523
763,1525
764,1527
765,1529
766,1531
767,1533
768,1535
769,1537
770,1539
771,1541
772,1543
773,1545
774,1547
775,1549
776,1551
777,1553
778,1555
779,1557
780,1559
781,1561
782,1563
783,1565
784,1567
785,1569
786,1571
787,1573
788,1575
789,1577
790,1579
791,1581
792,1583
793,1585
794,1587
795,1589
796,1591
797,1593
798,1595
799,1597
800,1599
801,1601
802,1603
803,1605
804,1607
805,1609
806,1611
807,1613
808,1615
809,1617
810,1619
811,1621
812,1623
813,1625
814,1627
815,1629
816,1631
817,1633
818,1635
819,1637
820,1639
821,1641
822,1643
823,1645
824,1647
825,1649
826,1651
827,1653
828,1655
829,1657
830,1659
831,1661
832,1663
833,1665
834,1667
835,1669
836,1671
837,1673
838,1675
839,1677
840,1679
841,1681
842,1683
843,1685
844,1687
845,1689
846,1691
847,1693
848,1695
849,1697
850,1699
851,1701
852,1703
853,1705
854,1707
855,1709
856,1711
857,1713
858,1715
859,1717
860,1719
861,1721
862,1723
863,1725
864,1727
865,1729
866,1731
867,1733
868,1735
869,1737
870,1739
871,1741
872,1743
873,1745
874,1747
875,1749
876,1751
877,1753
878,1755
879,1757
880,1759
881,1761
882,1763
883,1765
884,1767
885,1769
886,1771
887,1773
888,1775
889,1777
890,1779
891,1781
892,1783
893,1785
894,1787
895,1789
896,1791
897,1793
898,1795
899,1797
900,1799
901,1801
902,1803
903,1805
904,1807
905,1809
906,1811
907,1813
908,1815
909,1817
910,1819
911,1821
912,1823
913,1825
914,1827
915,1829
916,1831
917,1833
918,1835
919,1837
920,1839
921,1841
922,1843
923,1845
924,1847
925,1849
926,1851
927,1853
928,1855
929,1857
930,1859
931,1861
932,1863
933,1865
934,1867
935,1869
936,1871
937,1873
938,1875
939,1877
940,1879
941,1881
942,1883
943,1885
944,1887
945,1889
946,1891
947,1893
948,1895
949,1897
950,1899
951,1901
952,1903
953,1905
954,1907
955,1909
956,1911
957,1913
958,1915
959,1917
960,1919
961,1921
962,1923
963,1925
964,1927
965,1929
966,1931
967,1933
968,1935
969,1937
970,1939
971,1941
972,1943
973,1945
974,1947
975,1949
976,1951
977,1953
978,1955
979,1957
980,1959
981,1961
982,1963
983,1965
984,1967
985,1969
986,1971
987,1973
988,1975
989,1977
990,1979
991,1981
992,1983
993,1985
994,1987
995,1989
996,1991
997,1993
998,1995
999,1997
1000,1999
