Amount,QTY,Cost,Date Consolidated,ProductID
2611.5115999999994,2462,1520.238,2/28/2017,A116
690.1183000000001,184,525.191,2/28/2017,A1160
53.065,17,34.643,2/28/2017,A1163
10.655,2,0.69,2/28/2017,A1164
1187.0442,334,455.001,2/28/2017,A117
1182.885,136,714.0830000000001,2/28/2017,A1177
181.581,21,101.088,2/28/2017,A1178
169.3991,1,130.30700000000002,2/28/2017,A1179
1340.3749999999995,1107,866.667,2/28/2017,A118
1732.6249999999995,181,1127.9599999999998,2/28/2017,A1181
181.46200000000002,106,116.0,2/28/2017,A119
53.10719999999999,12,34.010999999999996,2/28/2017,A1190
200.52599999999998,51,93.73899999999999,2/28/2017,A1194
5.6004,1,4.308,2/28/2017,A1196
166.60399999999998,109,71.188,2/28/2017,A1197
53.98599999999999,49,29.51,2/28/2017,A1198
1132.5205999999998,340,684.9879999999999,2/28/2017,A1199
706.712,49,27.453000000000003,2/28/2017,A120
54.725,12,23.527,2/28/2017,A1200
292.6538,74,164.69500000000002,2/28/2017,A1201
819.3243999999997,144,420.3899999999999,2/28/2017,A1202
247.47400000000002,95,132.81900000000002,2/28/2017,A1203
379.76689999999996,65,235.70399999999998,2/28/2017,A1204
1215.6007,308,864.275,2/28/2017,A1205
0.8600000000000001,2,0.654,2/28/2017,A1207
90.932,86,51.95700000000001,2/28/2017,A121
347.7625000000001,69,214.88799999999995,2/28/2017,A1210
15.028,9,10.52,2/28/2017,A1211
435.3120000000001,81,315.46000000000004,2/28/2017,A1212
79.09530000000001,19,38.425000000000004,2/28/2017,A1213
227.8534,51,130.08299999999997,2/28/2017,A1214
446.89500000000004,139,258.393,2/28/2017,A1216
557.9883,96,329.856,2/28/2017,A1217
2734.8348,380,1654.9839999999997,2/28/2017,A1218
2894.350299999999,525,1892.9170000000006,2/28/2017,A1219
177.487,74,135.525,2/28/2017,A122
296.201,233,144.53099999999998,2/28/2017,A1220
150.177,167,101.56099999999998,2/28/2017,A1221
1130.2659999999998,1261,686.787,2/28/2017,A1222
1780.9628000000005,1540,1292.433,2/28/2017,A1223
7546.847399999999,362,5560.477000000002,2/28/2017,A1224
179.42000000000002,59,72.812,2/28/2017,A1225
16.82,3,3.3939999999999997,2/28/2017,A1226
12424.87809999999,1487,8023.259999999999,2/28/2017,A1227
148.413,28,83.769,2/28/2017,A123
607.1962,98,467.074,2/28/2017,A1230
393.5774,78,203.02,2/28/2017,A1232
232.801,71,156.24099999999996,2/28/2017,A1233
573.27,122,184.095,2/28/2017,A1234
1209.8638,427,817.4399999999998,2/28/2017,A1235
301.235,99,144.041,2/28/2017,A1236
583.1436,67,448.572,2/28/2017,A1237
325.6,75,85.36900000000001,2/28/2017,A1238
61.26800000000001,29,29.014,2/28/2017,A1239
251.772,44,171.54299999999998,2/28/2017,A124
554.5470000000001,138,285.807,2/28/2017,A1240
212.4261,42,138.32999999999996,2/28/2017,A1242
2794.3381999999997,2554,1898.6550000000004,2/28/2017,A1243
2564.6884000000014,442,1614.187999999999,2/28/2017,A1244
3291.243,2842,1960.956,2/28/2017,A1245
1649.2645000000002,349,1026.4340000000002,2/28/2017,A1246
243.943,49,130.038,2/28/2017,A1247
55.254999999999995,3,42.388,2/28/2017,A1248
142.113,22,88.40199999999999,2/28/2017,A1249
377.183,68,263.6,2/28/2017,A125
747.8009999999999,145,489.823,2/28/2017,A1251
19.329,26,3.194,2/28/2017,A1252
94.85000000000001,14,43.827,2/28/2017,A1253
438.77799999999996,73,313.885,2/28/2017,A126
151.281,43,86.4,2/28/2017,A1263
0.155,1,0.141,2/28/2017,A1267
58.68899999999999,6,43.46,2/28/2017,A1269
96.52420000000001,13,66.50099999999999,2/28/2017,A127
11.815999999999999,2,9.411999999999999,2/28/2017,A1271
0.853,1,0.391,2/28/2017,A1272
103.586,11,34.016999999999996,2/28/2017,A1277
403.3183,35,243.286,2/28/2017,A1279
120.89200000000001,19,37.789,2/28/2017,A1281
234.928,20,67.101,2/28/2017,A1283
969.9098,587,397.226,2/28/2017,A1285
52.7904,6,40.608000000000004,2/28/2017,A1286
176.56,196,88.161,2/28/2017,A1287
370.74699999999996,129,182.391,2/28/2017,A1288
125.543,28,102.58200000000001,2/28/2017,A1289
2147.9721000000004,1268,1406.7439999999997,2/28/2017,A129
1222.8919999999998,621,762.4080000000001,2/28/2017,A1290
1225.0309,176,763.0530000000001,2/28/2017,A1291
113.509,81,43.638,2/28/2017,A1293
429.079,319,161.974,2/28/2017,A1294
247.62199999999999,274,144.864,2/28/2017,A1295
410.7648,349,226.154,2/28/2017,A1296
2.2119999999999997,1,0.0,2/28/2017,A1297
43.262,20,18.633,2/28/2017,A1299
71.03699999999999,16,48.879,2/28/2017,A130
313.20799999999997,48,131.368,2/28/2017,A1300
87.1,13,67.0,2/28/2017,A1301
348.79290000000003,47,232.337,2/28/2017,A1302
72.952,12,18.798,2/28/2017,A1303
216.925,29,110.63799999999999,2/28/2017,A1304
106.5777,23,69.07,2/28/2017,A1305
1292.0511000000001,1310,757.8050000000001,2/28/2017,A1306
59.660000000000004,8,44.808,2/28/2017,A1307
306.512,95,134.638,2/28/2017,A1308
966.202,105,721.7569999999998,2/28/2017,A1309
1.1778,1,0.9059999999999999,2/28/2017,A131
817.4573,154,451.77899999999994,2/28/2017,A1310
878.1644000000001,485,579.7200000000001,2/28/2017,A1311
301.9099,55,59.57299999999999,2/28/2017,A1312
16.635,2,11.443,2/28/2017,A1313
15.355,2,8.36,2/28/2017,A1314
206.65900000000002,20,93.969,2/28/2017,A1315
1518.102,174,916.433,2/28/2017,A1316
1337.3110000000001,1135,1030.525,2/28/2017,A1318
699.8380000000001,44,333.96,2/28/2017,A1319
2.0180000000000002,1,1.643,2/28/2017,A132
179.04500000000002,87,138.57899999999998,2/28/2017,A1320
582.156,139,365.23,2/28/2017,A1321
289.246,21,208.81799999999998,2/28/2017,A1322
25.565,2,17.964000000000002,2/28/2017,A1323
85.145,8,54.03999999999999,2/28/2017,A1324
113.417,10,70.77000000000001,2/28/2017,A1326
148.046,12,77.871,2/28/2017,A1327
263.3623,60,180.83700000000002,2/28/2017,A133
183.351,22,98.393,2/28/2017,A1330
156.029,47,70.83800000000001,2/28/2017,A1332
574.156,82,240.11200000000005,2/28/2017,A1335
183.59800000000004,20,68.70500000000001,2/28/2017,A1337
846.4670000000001,111,395.17,2/28/2017,A1339
172.851,18,91.907,2/28/2017,A1341
372.705,42,196.94499999999996,2/28/2017,A1343
1427.9859000000001,103,724.381,2/28/2017,A1345
157.9309,28,105.93299999999999,2/28/2017,A1347
11.628,5,3.4330000000000003,2/28/2017,A135
60.4422,4,46.494,2/28/2017,A1350
60.668,8,46.933,2/28/2017,A1351
80.655,12,33.46,2/28/2017,A1352
180.68099999999998,169,166.144,2/28/2017,A1353
26.86,4,18.344,2/28/2017,A1354
3458.6228000000006,416,2551.3910000000005,2/28/2017,A1355
135.27599999999998,16,106.127,2/28/2017,A1356
58.2907,6,44.839,2/28/2017,A1357
1396.5604999999998,172,1070.672,2/28/2017,A1358
1567.2277999999992,230,1073.335,2/28/2017,A1359
1022.6579999999998,119,490.41499999999996,2/28/2017,A136
57.7434,6,44.418,2/28/2017,A1360
427.1063,62,295.10900000000004,2/28/2017,A1361
666.0754999999999,120,439.24500000000006,2/28/2017,A1362
78.43100000000001,11,55.34,2/28/2017,A1363
172.70499999999998,28,117.86800000000001,2/28/2017,A1365
81.556,13,73.73100000000001,2/28/2017,A1367
609.819,91,345.41999999999996,2/28/2017,A137
132.375,11,77.44200000000001,2/28/2017,A1370
274.18600000000004,43,183.775,2/28/2017,A1371
2774.4782,347,2030.4440000000002,2/28/2017,A1373
16.558,3,13.019,2/28/2017,A1374
1153.59,669,716.044,2/28/2017,A1376
560.236,68,360.468,2/28/2017,A1377
146.39399999999998,17,92.34700000000001,2/28/2017,A1378
53.385,9,31.333999999999996,2/28/2017,A1379
860.7298999999999,187,647.7059999999999,2/28/2017,A138
151.8338,16,104.49900000000001,2/28/2017,A1380
93.185,13,42.879000000000005,2/28/2017,A1381
130.74699999999999,15,54.77700000000001,2/28/2017,A1382
92.4322,11,55.242999999999995,2/28/2017,A1383
174.356,20,102.937,2/28/2017,A1384
87.727,7,54.014,2/28/2017,A1385
58.2688,7,31.760999999999996,2/28/2017,A1386
77.12899999999999,26,40.614,2/28/2017,A1387
332.5121,40,225.76700000000002,2/28/2017,A1388
69.239,7,49.337,2/28/2017,A1389
930.9509999999999,56,714.768,2/28/2017,A1390
95.93299999999999,12,24.305,2/28/2017,A1391
777.2779999999999,51,530.675,2/28/2017,A1392
760.8557999999999,147,385.457,2/28/2017,A1393
110.92699999999999,33,37.661,2/28/2017,A1394
78.386,11,50.46200000000001,2/28/2017,A1395
342.0795,240,213.72199999999998,2/28/2017,A1396
286.75300000000004,343,134.17999999999998,2/28/2017,A1397
384.7763000000001,63,237.99800000000002,2/28/2017,A1398
594.5997000000001,45,372.8059999999999,2/28/2017,A1399
1342.0928999999999,327,995.9490000000001,2/28/2017,A140
1665.5381999999997,109,1280.6530000000002,2/28/2017,A1401
180.68009999999998,38,134.13299999999998,2/28/2017,A1402
124.739,33,10.971,2/28/2017,A1403
31.3599,4,11.1,2/28/2017,A1404
34.057,6,5.92,2/28/2017,A1405
744.2266000000001,26,542.9150000000001,2/28/2017,A1406
134.18500000000003,28,76.165,2/28/2017,A1407
65.806,4,41.198,2/28/2017,A1408
823.6535999999998,67,607.6939999999998,2/28/2017,A1409
716.7978,63,535.0569999999999,2/28/2017,A1410
105.89500000000001,14,45.57900000000001,2/28/2017,A1411
31.092999999999996,2,15.981,2/28/2017,A1412
30.625200000000003,4,13.683,2/28/2017,A1413
143.78420000000003,13,103.728,2/28/2017,A1414
77.07910000000001,8,54.679,2/28/2017,A1415
163.48000000000002,12,87.374,2/28/2017,A1416
1.338,3,0.348,2/28/2017,A1417
336.83400000000006,20,190.61200000000002,2/28/2017,A142
446.68,86,343.6,2/28/2017,A1422
255.868,58,184.96,2/28/2017,A1423
2348.669,304,1360.242,2/28/2017,A1425
38.076,19,25.294,2/28/2017,A1426
129.297,18,84.723,2/28/2017,A1427
91.251,21,38.064,2/28/2017,A1428
84.68669999999999,24,44.03600000000001,2/28/2017,A1429
119.374,8,66.977,2/28/2017,A1430
75.054,25,52.486999999999995,2/28/2017,A1431
1.55,1,0.86,2/28/2017,A1432
99.886,31,70.828,2/28/2017,A1433
40.931000000000004,12,1.062,2/28/2017,A1434
63.357000000000006,7,45.333,2/28/2017,A1435
1660.3790000000001,281,878.0149999999995,2/28/2017,A1436
75.481,16,40.139,2/28/2017,A1437
191.816,49,126.775,2/28/2017,A1438
516.0930999999999,208,286.5160000000001,2/28/2017,A1439
189.551,48,86.831,2/28/2017,A144
541.25,61,224.555,2/28/2017,A1440
1578.9934,473,736.8360000000001,2/28/2017,A1441
95.34700000000001,7,29.234,2/28/2017,A1442
4912.2040000000015,2252,2141.912,2/28/2017,A1443
1931.3062999999997,585,847.625,2/28/2017,A1444
484.432,53,202.67499999999998,2/28/2017,A1445
475.69100000000003,47,299.23599999999993,2/28/2017,A1446
277.232,26,187.68099999999998,2/28/2017,A1447
126.655,36,33.863,2/28/2017,A1448
1076.035,49,448.307,2/28/2017,A1449
55.321999999999996,5,31.101,2/28/2017,A145
36.118,8,10.679,2/28/2017,A1450
1456.221,200,714.5649999999998,2/28/2017,A1451
194.276,43,93.886,2/28/2017,A1452
373.52,151,184.85900000000004,2/28/2017,A1453
219.83599999999998,67,83.66,2/28/2017,A1454
192.87500000000003,43,126.49199999999999,2/28/2017,A1455
344.1731,65,195.095,2/28/2017,A1456
923.9509999999997,478,452.851,2/28/2017,A1457
35.0648,10,11.854000000000001,2/28/2017,A1458
62.73600000000001,9,34.851,2/28/2017,A1459
178.585,13,67.88,2/28/2017,A146
97.4478,10,50.157,2/28/2017,A1460
202.2006,7,148.788,2/28/2017,A1461
47.224000000000004,6,38.13700000000001,2/28/2017,A1463
10.998,1,8.46,2/28/2017,A1464
540.787,171,205.223,2/28/2017,A1466
565.328,170,327.3109999999999,2/28/2017,A1467
503.8492,27,379.923,2/28/2017,A1468
475.84270000000004,102,184.49099999999999,2/28/2017,A1469
101.53500000000001,14,69.323,2/28/2017,A147
4074.447,380,2814.362,2/28/2017,A1473
532.49,67,359.22,2/28/2017,A1474
106.665,25,46.407,2/28/2017,A1476
485.052,36,249.895,2/28/2017,A1477
149.31270000000004,23,96.61200000000001,2/28/2017,A1478
743.5392,52,502.82500000000005,2/28/2017,A1479
101.10600000000001,9,67.331,2/28/2017,A148
117.612,16,73.503,2/28/2017,A1480
430.00499999999994,51,273.28399999999993,2/28/2017,A1481
45.73799999999999,12,22.674000000000003,2/28/2017,A1482
82.656,3,47.908,2/28/2017,A1483
256.468,7,91.576,2/28/2017,A1484
19.899,3,10.8,2/28/2017,A1485
278.04400000000004,32,163.201,2/28/2017,A1486
1264.0872999999997,738,661.0300000000002,2/28/2017,A1487
159.034,23,13.109,2/28/2017,A1488
311.43789999999996,47,173.69400000000002,2/28/2017,A1489
62.096000000000004,16,27.932000000000002,2/28/2017,A149
324.51,42,200.525,2/28/2017,A1490
264.267,60,97.339,2/28/2017,A1491
343.40100000000007,116,152.248,2/28/2017,A1492
372.08000000000004,19,137.221,2/28/2017,A1493
847.1406999999999,201,545.9240000000001,2/28/2017,A1494
85.36999999999999,11,62.137,2/28/2017,A1496
859.1016000000001,158,497.9839999999999,2/28/2017,A1497
110.245,34,40.586999999999996,2/28/2017,A1498
118.2928,14,89.126,2/28/2017,A1499
189.876,16,100.013,2/28/2017,A150
52.5109,4,40.393,2/28/2017,A1500
394.551,154,220.097,2/28/2017,A1501
1920.7839999999997,392,1040.824,2/28/2017,A1502
26.959,32,13.8,2/28/2017,A1503
1198.6326999999999,146,592.9090000000002,2/28/2017,A1504
2098.552,1011,700.228,2/28/2017,A1505
728.2444,65,529.318,2/28/2017,A1506
65.185,15,25.813000000000002,2/28/2017,A1507
73.754,10,33.556,2/28/2017,A1508
577.3891,408,318.14399999999995,2/28/2017,A1509
371.91499999999996,30,234.767,2/28/2017,A151
88.963,15,77.86,2/28/2017,A1510
230.192,21,110.219,2/28/2017,A1511
170.672,25,87.134,2/28/2017,A1512
1049.797,266,406.957,2/28/2017,A1513
141.0,16,96.765,2/28/2017,A1515
166.63819999999998,17,119.23400000000001,2/28/2017,A1516
52.4758,3,40.366,2/28/2017,A1517
276.839,36,192.872,2/28/2017,A1518
63.1142,6,48.532,2/28/2017,A1519
199.145,24,137.57,2/28/2017,A1520
707.3693000000001,58,545.4870000000001,2/28/2017,A1521
14332.820600000005,1464,9921.600999999999,2/28/2017,A1522
17294.0408,2809,11491.028999999997,2/28/2017,A1523
46838.87310000006,11577,30183.038000000008,2/28/2017,A1524
2244.2503999999994,641,1416.467000000001,2/28/2017,A1525
97.46689999999998,10,62.19299999999999,2/28/2017,A1527
354.50000000000006,36,221.24,2/28/2017,A1528
304.0173000000001,28,229.11499999999995,2/28/2017,A1529
2.363,1,1.301,2/28/2017,A1530
382.3004,33,243.88799999999998,2/28/2017,A1531
785.711,78,551.625,2/28/2017,A1532
37.922,5,18.813,2/28/2017,A1533
246.62019999999998,57,148.01099999999997,2/28/2017,A1534
365.33500000000004,78,64.13,2/28/2017,A1535
1979.3869,174,1433.051,2/28/2017,A1543
8923.643800000002,1211,4880.540999999999,2/28/2017,A1544
409.9099999999999,40,157.74,2/28/2017,A1551
430.93879999999996,43,199.85,2/28/2017,A1552
23.485,4,5.22,2/28/2017,A1553
46.443000000000005,5,26.817,2/28/2017,A1554
226.0072,19,149.60500000000002,2/28/2017,A1555
683.5640000000001,60,431.30299999999994,2/28/2017,A1556
100.24000000000001,9,57.46,2/28/2017,A1557
21.085,3,14.38,2/28/2017,A1558
94.61600000000001,18,17.77,2/28/2017,A1559
109.861,15,52.757999999999996,2/28/2017,A1560
331.161,43,179.636,2/28/2017,A1561
152.291,21,94.006,2/28/2017,A1562
209.02599999999998,18,84.977,2/28/2017,A1564
9.965,1,8.963,2/28/2017,A1565
1000.5518000000001,125,667.2520000000001,2/28/2017,A1566
58.558,8,43.43899999999999,2/28/2017,A1567
733.6,82,392.94899999999996,2/28/2017,A1568
2.6319999999999997,1,1.39,2/28/2017,A1569
8.665,3,6.074,2/28/2017,A157
408.157,128,199.833,2/28/2017,A1570
246.482,33,82.97800000000001,2/28/2017,A1571
690.5907,44,518.287,2/28/2017,A1572
166.252,13,0.0,2/28/2017,A1574
102.16,12,60.471000000000004,2/28/2017,A1576
179.97930000000002,10,140.921,2/28/2017,A158
459.92140000000006,38,273.82700000000006,2/28/2017,A1580
381.9837,48,206.652,2/28/2017,A1581
363.96709999999996,43,244.95399999999998,2/28/2017,A1582
241.16690000000003,126,87.2,2/28/2017,A1583
329.38899999999995,120,72.46599999999998,2/28/2017,A1584
10.965,1,4.9430000000000005,2/28/2017,A1585
38.079,7,20.23,2/28/2017,A1586
0.305,1,0.177,2/28/2017,A1587
29.586,3,9.417,2/28/2017,A1588
515.4731,42,273.83400000000006,2/28/2017,A1590
211.7054,31,121.599,2/28/2017,A1591
18.134999999999998,3,1.7069999999999999,2/28/2017,A1592
32.214,4,15.091000000000001,2/28/2017,A1593
80.91000000000001,20,55.702999999999996,2/28/2017,A1594
34.344,6,16.091,2/28/2017,A1596
71.3377,20,53.251999999999995,2/28/2017,A1597
2358.4364,148,1720.0370000000003,2/28/2017,A1598
3.3312999999999997,2,2.385,2/28/2017,A1599
10.516,3,7.180000000000001,2/28/2017,A1601
835.3521999999999,104,576.9559999999999,2/28/2017,A1602
49.29900000000001,11,22.156999999999996,2/28/2017,A1603
58.111,4,36.602,2/28/2017,A1604
110.2764,16,84.72699999999999,2/28/2017,A1605
152.8705,35,90.28199999999998,2/28/2017,A1606
257.623,60,116.58,2/28/2017,A1607
7.816,5,3.21,2/28/2017,A1608
1144.7754,301,479.03800000000007,2/28/2017,A1609
1062.4511,128,747.064,2/28/2017,A161
80.366,33,52.598,2/28/2017,A1610
129.2132,52,79.992,2/28/2017,A1611
1436.5847000000003,129,1007.2380000000002,2/28/2017,A1612
1035.8182000000002,203,585.2109999999999,2/28/2017,A1613
157.16,11,74.387,2/28/2017,A1615
53.326899999999995,10,16.477,2/28/2017,A1616
236.685,36,116.12499999999999,2/28/2017,A1617
142.09099999999998,21,35.86999999999999,2/28/2017,A1618
170.787,28,48.734,2/28/2017,A1619
240.02200000000002,30,94.45,2/28/2017,A1620
330.00300000000004,64,166.83300000000003,2/28/2017,A1621
346.33599999999996,69,245.35000000000002,2/28/2017,A1622
176.7279,27,101.911,2/28/2017,A1623
147.66199999999998,38,79.77000000000001,2/28/2017,A1624
115.436,43,68.34,2/28/2017,A1625
2740.5018000000005,145,1895.9829999999997,2/28/2017,A1626
4854.426200000001,571,2978.0780000000004,2/28/2017,A1627
436.2851,50,293.6959999999999,2/28/2017,A1628
342.50999999999993,106,107.28699999999999,2/28/2017,A1629
162.5401,56,113.219,2/28/2017,A1630
2725.1034,914,1599.124,2/28/2017,A1631
155.732,146,118.17899999999999,2/28/2017,A1632
389.857,228,214.45100000000002,2/28/2017,A1633
121.2722,34,32.985,2/28/2017,A1634
727.8589999999999,251,283.517,2/28/2017,A1635
50.493999999999986,44,25.221,2/28/2017,A1636
943.8937999999999,495,631.994,2/28/2017,A1637
157.0789,16,107.833,2/28/2017,A1638
1141.0723,249,669.0330000000001,2/28/2017,A1639
18.7172,7,8.67,2/28/2017,A1640
67.69699999999999,8,34.062,2/28/2017,A1641
249.8447,28,132.37399999999994,2/28/2017,A1642
1052.4648,100,612.284,2/28/2017,A1643
22.962,5,9.872000000000002,2/28/2017,A1644
484.6102,45,243.68799999999996,2/28/2017,A1645
295.7551,31,204.30900000000003,2/28/2017,A1646
726.9496999999999,55,431.7,2/28/2017,A1647
151.1102,18,94.406,2/28/2017,A1648
1428.4530999999997,129,789.6909999999999,2/28/2017,A1649
2477.7762000000002,300,1377.6879999999999,2/28/2017,A1650
4206.325299999998,423,2499.2099999999996,2/28/2017,A1651
694.2151999999999,71,368.95400000000006,2/28/2017,A1652
1510.5929999999998,101,936.2769999999999,2/28/2017,A1653
2250.2888000000003,194,1452.337,2/28/2017,A1654
3847.250700000001,321,2404.707000000001,2/28/2017,A1655
733.3780000000002,92,412.7989999999999,2/28/2017,A1656
690.435,36,516.686,2/28/2017,A1657
102.87899999999999,20,48.036,2/28/2017,A1658
468.75700000000006,39,359.75300000000004,2/28/2017,A1659
115.155,22,40.467999999999996,2/28/2017,A1660
561.5669999999999,27,44.634,2/28/2017,A1661
75.3099,7,49.944,2/28/2017,A1662
71.04899999999999,5,11.231,2/28/2017,A1663
90.371,24,31.039,2/28/2017,A1664
76.38,6,46.629999999999995,2/28/2017,A1665
371.8571,78,172.818,2/28/2017,A1666
147.487,29,68.662,2/28/2017,A1667
0.33,2,0.19,2/28/2017,A1668
25.9,4,12.654000000000002,2/28/2017,A1669
92.3588,25,57.45,2/28/2017,A167
606.4223999999999,51,465.784,2/28/2017,A1672
3544.6969000000054,469,2449.673,2/28/2017,A1678
